overall,reviewText,summary
2,"Very, very tiny in size with the supplied back cheaply made and not trustworthy to hold the earring when worn. I returned it ...",Small And Cheap With A Cheap And Unreliable Back ...
2,These don't stay on any better than our carters socks- fall off all the time!,Two Stars
2,Looks like it's alive,Two Stars
2,"MY NORMAL SIZE IS A 22. THIS IS REALLY SMALL. INSTEAD OF SENDING BACK I AM GOING TO GIVE TO MY DAUGHTER. REALLY MOST OF THE STUFF ON AMAZON IS A OVERSEAS PRODUCT, AND DO NOT ALIGN WITH AMERICAN SIZES.",MY NORMAL SIZE IS A 22. THIS IS REALLY ...
2,Ready and came and Sean but fell apart the first day I wore it,Two Stars
2,Is not plastic,Two Stars
2,"Shirt was fine but somehow it was sent to the wrong address,",Two Stars
2,shirt was awesome when i bought it. shirt then shrunk after washing it twice dramatically and had the decal fade a lot as well. could've been better. sick shirt otherwise.,shirt was awesome when i bought it
2,really thin and puny not fluffy like you would expect,Two Stars
2,"I purchased an XL size and while the label says XL I would say it was a medium at best.  If you weigh under 150 lbs it will probably fit.  It is more of a compression shirt also, no stretching or flexibility in it.  I'm extremely disappointed, nothing to wear for St Patrick's Day now.  I will never try this seller's products again.",... XL I would say it was a medium at best. If you weigh under 150 lbs it will ...
2,Really cute sweater. Unfortuantely someone let the stitching machine go awry and it's messed up. No time to get it sent out and back in time for Christmas gift.,Cute BUT flawed
2,"Not 100% cotton, returned.",Two Stars
2,Second hand stopped working after a year. Thought it was beautiful other than that.,Isn't a long term piece.
2,"I would have given at least 4 stars had this watch not had the piece of metal surrounding the stem. When I moved my wrist it would dig in to the top of my wrist. It would take a jeweler  to remove it. It's a beautiful watch, but I returned it.",ouch!
2,too small,Two Stars
2,"This dress is cute but absolutely see-through, so I can never wear it. Really bummed.",Two Stars
2,"These were cute and fit well.  However, after a month or two the velcro wore out, so the shoes are basically unwearable now.","These were cute and fit well. However, after ..."
2,Dress does NOT fit true to size.,Two Stars
2,Big disappointment,Looks like a knockoff
2,Ordered a large and cannot even come close to zip this. Which is sad because the hoodie is adorable. Normally a large fits with room to spare.,Small
2,I wouldn't call that thing titan..more like tiny...,more like tiny.
2,smh  looks like cubic  and gold looks fake  but i gave 2 stars cause shiping was good,smh looks like cubic and gold looks fake but i gave 2 ...
2,Is so small for the size and is not plus size at all,Two Stars
2,"Not happy with the neck on this. It's too wide. Probably good for wearing around the house and as a night shirt, or workout shirt, but I prefer a tighter fit around the neck. Also, the material is kind of a slick synthetic material, not cotton.",A bit cheap
2,return it,Two Stars
2,Tight on top and loose on the bottom. The cups were a little too snug. It's hard to tell when ordering with the awkward sizing. The bottom area is very baggy.,Weird fit.
2,The fabric and color are great but the two socks were not the same length: one was at least an inch longer than the other.,Socks not the same length
2,"Stretched out of shape immediately.  Fabric is not comfortable.  Has no give or stretch in the fabric, so it became mishapen immediately.  Color is pretty.",Does not last
2,Not well made and small for size.,Two Stars
2,"should have read other comments before ordering.  first one ordered was way, way too small.",Two Stars
2,I did not like this dress as it was very big on the top and looked very matronly. I should have gone with a smaller size rather than following their sizing chart.,I did not like this dress as it was very big on the ...
2,One shoe was a little misshapen and much wider than the other one.,Disappointed
2,"I was bummed with the fit of these.  Everyone I know who owns a pair of Sperry rave about them, so I was surprised at my experience.  They are really cute, but bigger then a usual size 7, and gave me blisters on my first wear.  I thought they would be great for the summer, but not so much.",I thought they would be great for the summer
